id,brand,title,description,price,priceCurrency
83991716,,"Manfrotto MVH500A, MVT502AM Tripod Kit","The Manfrotto MVH500A, MVT502AM Tripod Kit lightweight fluid video system MVK500AM includes the fluid video head (60mm half ball) MVH500A and the twin leg video tripod MVT502AM (aluminum, middle spreader). The MVH500A is a lightweight head with a wider platform for HDSLR bodies and the sliding plate travels to balance the latest interchangeable lens cameras. The entry-level 500 ensures smooth shots and fine control with up to 5kg (11 lbs) of equipment. It's the most compact head in Manfrotto's successful Bridging Technology range.MVH500A",409.99,USD
71562627,Shimano,Shimano XTR CN-HG901 11-Speed Chain,,4.999E1,USD
8785086,,Samsung CLT-K404S Original Black Toner Cartridge,Samsung CLT-K404S Original Black Toner Cartridge The Samsung CLT-K404S Black Toner Cartridge supplies high-quality printing. buy Samsung cartridges online in Dubai-UAE at best price from Shopkees.com,205,AED
95288501,Znaka: Originln,"Originln toner HP 80A, HP CF280A (ern)",Originln spotebn materil pro tiskrny HP,2899,CZK
36506109,,"Extreme PRO, 32 GB memory card SDHC Class 10 UHS-II",Product colour: BlackInternal memory type: UHS-IICapacity: 32 GBFlash card type: SDHCFlash memory class: Class 10Weight: 1.7 gWidth: 35.8 mmDepth: 42.7 mmHeight: 3.56 mmPackage type: BlisterPackage weight: 22.68 gPackage width: 152.4 mmPackage depth: 101.6 mmQuantity per pack: 1 pc(s)Package height: 14 mm,659.95,DKK
20101674,Canon,Canon EF 100mm F2.8 L IS USM Macro, The EF 100mm f/2.8L Macro IS USM has a true macro magnification ratio of 1:1.,969.00,GBP
5967029,,TP-Link Archer T2U Nano AC600 Wireless Dual Band USB Adapter,"Last updated:13/06/2020 High Speed WiFi– Up to 600Mbps speeds with 200Mbps on 2.4GHz and 433 Mbps on 5GHz, upgrades your devices to higher AC WiFi speeds. Dual Band Wireless – 2.4GHz and 5GHz band for flexible connectivity, upgrades your devices to work with the latest dual-band WiFi router for faster speed and extended range. Nano design – Small, unobtrusive design allows you to plug it in and forget it is even there Operating System – Supports Windows 10/8.1/8/7/XP, Mac OS X Advanced Security –Supports 64/128-bit WEP, WPA/WPA2, and WPA-PSK/WPA2-PSK encryption standards",44,NZD
95500922,,"Zebra 800077-701 Black Monochrome Ribbon - ZXP Series 7 - 2,500 prints","Zebra 800077-701 Resin Black (\""K\"") ribbons are monochrome (1-color) ribbons.Zebra 800077-701 black monochrome ribbons are primarily used for printing text and one-color line art on one or both sides of a card.Note: Black resin is needed to print readable barcodes.To maintain your Zebra card printer's warranty, genuine Zebra ribbons must be used. As an authorized Zebra Solution provider, ID Wholesaler only sells Genuine Zebra 800077-701 Black Monochrome Ribbon.ID Wholesaler offers a low price guarantee on black monochrome Zebra 800077-701 ribbon.Did you know that Zebra 800077-701 monochrome ribbons have a shelf life?When stored under proper conditions, Zebra 800077-701 black ribbons typically have a shelf life of up to one year. Ribbons that are more than one year old, and improperly stored, will not print optimally and will likely end up costing more money and time in maintenance and in reprinting cards.ID Wholesaler is an authorized Zebra reseller specializing in ID card printing products. We guarantee that our 800077-701 black monochrome ribbons are genuine Zebra ribbons, are stored properly, and are always 'fresh'.",34,USD
93146764,RAM Mount,"RAM Mount 1\"" Ball with 2.5\"" Round Base","RAM Mount 1\"" Ball with 2.5\"" Round BaseThe RAM-B-202U is a 2.5\"" Round Base with AMPs Hole Pattern that will allow you to connect a range of compatible (B size) RAM components (sold separately) using a ball and socket connection.What you get:1 x RAM 2.5\"" Round Ball Base with the AMPs Hole Pattern & 1\"" Ball (RAM-B-202U)RAM 2.5\"" Round Ball Base with the AMPs Hole Pattern & 1\"" Ball (RAM-B-202U)The RAM-B-202U consists of a 1\"" diameter rubber ball connected to the 2.5\"" base.* Any device/s shown in image/s is for illustration purposes ONLY and is not included in purchase.",20.00,AUD
88311781,Cooler Master,CASE/PSU FAN COOLER MASTER MASTERFAN PRO 121 LITE RGB LED,,12.99,EUR
81137394,Corsair,Corsair Carbide 175R RGB Tempered Glass,"Carbide Series 175R RGB Tempered Glass Mid-Tower ATX Gaming Case, Black",69.00,EUR
101928,Apple,Apple Apple Watch Magnetic Charging 1m,"Apple Watch Magnetic charging1m,,We wanted to make charging your Apple Watch utterly effortless. So we arrived at a solution that combines our MagSafe technology with inductive charging. ItÕs a completely sealed system free of exposed contacts. And itÕs v",45.00,AUD
24734090,,"Sandisk 32gb Extreme Pro SDHC Card UHS-II Card,300MB/s","Extreme speed to catch every frameFor super-fast continuous burst mode shots, maximum post-production workflowefficiency, and high-performance video recording performance, get a SanDiskExtreme PRO® SDHC™ or SDXC™ UHS-II card. The high-performance SDHC andSDXC memory cards boast shot speeds up to 260MB/s* (1733X) and transferspeeds up to 300MB/s* (2000X). Their sustained video capture of 30MB/s (U3)2supports 32GB to 128GB** of Full HD and cinema-quality 4K video recording1.Optimized for cameras that support the new UHS-II standard, SanDisk Extreme PROSDHC and SDXC UHS-II cards deliver the uncompromising results that professionalphotographers demand.Cinema-quality 4K Video CaptureWith UHS Speed Class 3 (U3) rating, SanDisk Extreme PRO SDHC and SDXCUHS-II cards let you capture uninterrupted cinema-quality 4K and Full HD video.This makes them ideal for professionals recording extreme sports and otherfast-action activities without dropping frames.SanDisk® products are constructed to the highest standards and rigorously tested.You can be confident in the outstanding quality, performance and reliability of everySanDisk product.Highlights• Super-fast SD™ card with shot speeds upto 260MB/s* for advanced photographyand continuous burst mode shooting• UHS Speed Class 3 (U3) allows you torecord in cinema-quality 4K1• Transfer speeds up to 300MB/s* formaximum post-production workflowefficiency• 32GB to 128GB** capacity to shootlonger, uninterrupted photo and videosessions• Waterproof, temperature proof, x-rayproof, magnet proof, shock proof3Technical SpecificationsForm factor:SDHC™ (32GB), SDXC™ (64GB, 128GB**)Available capacities:32GB, 64GB, 128GB**Performance/speed: Up to 300MB/s* read speed (2000X), Up to 260MB/s* write speed (1733X)Card dimension:0.94” x 1.25” x 0.08” (24 mm x 32 mm x 2.1 mm)Operating temperature-13F to 185F (-25C to 85C)Storage temperature-40F to 185F (-40C to 85C)Compatibility:Compatible with all SDHC™, SDXC™, SDHC UHS-l, SDXCUHS-l, SDHC UHS-II and SDXC UHS-II supporting hostdevicesSecurity:Built-in write-protect switch prevents accidental data lossApplications:Store a variety of digital formats, including RAW and JPEGphotos, high-definition videos, music and moreAdded Protection: 1-year downloadable RescuePRO® Deluxe data recoverysoftware offer, for bringing accidentally deleted images back to life5Not all devices support SDXC. Check with device manufacturer for more details.* Up to 300MB/s (2000X) read speed. Write speed up to 260MB/s (1733X). Based on internal testing; performance will vary based on host device.Full performance requires SanDisk UHS-II reader. 1MB = 1,000,000 bytes. X = 150KB/s.** 1GB = 1,000,000,000 bytes. Actual user storage less.1 Full HD video (1920x1080) and 4K (4096x2160) video support may vary based upon host device, file attributes and other factors.See: www.sandisk.com/HD2 UHS Speed Class 3 (U3) designates a performance option designed to support real-time video recording with UHS enabled host devices.See www.sdcard.org/consumers/speed for additional details.3 Card only. See product packaging and www.sandisk.com/proof for additional information and limitations.5 Registration required; terms and conditions apply.SanDisk, the SanDisk logo, RescuePRO and SanDisk Extreme are trademarks of Western Digital Corporation or its affiliates, registered in the United States andother countries. The SD, SDHC and SDXC marks and logos are trademarks of SD-3C, LLC.©2016 Western Digital Corporation or its affiliates. All rights reserved.",64.61,GBP
15678458,,"Corsair iCUE 465X RGB Mid-Tower White ATX Case, T/G Window, No PSU","Corsair iCUE 465X RGB Mid-Tower White ATX Case, Tempered Glass Side Window, No PSU, 2x USB 3.2, HD Audio, 3x LL120 RGB Fan pre-installed",249.00,AUD
2025223,APC,APC Smart-UPS 1000VA LCD RM,,7047,SEK
81554356,Goja,"Canon EF 100mm f/2.8L IS USM Macro Lens w/ Advanced Photo and Travel Bundle - Includes: Altura Photo Sling Backpack, Monopod, UV-CPL-ND4, Camera Cleaning Set","DIGITAL GOJA IS A CANON AUTHORIZED DEALER. 1 YEAR LIMITED WARRANTY. Canon EF 100mm f/2.8L IS USM Macro Lens - Canon's newest ''L'' series lens is its first mid-telephoto macro lens to include Canon's sophisticated Image Stabilization. Combined with near-silent Ultrasonic focusing and life-size close-up capabilities without an adapter, the EF 100mm f/2.8L Macro IS USM is simply unrivalled.This is the first lens on the market to incorporate Canon's new Hybrid Image Stabilization Technology. Hybrid IS effectively compensates for both angular and shift camera shake during close-up shooting. The lens was developed to expand users' photographing range and allow a wider range of users to easily enjoy macro photography. Features- EF Mount L-Series Lens. - Aperture Range: f/2.8-32 - Life-Size (1:1) Macro Magnification. - Hybrid Optical Image Stabilization.- Ultrasonic Focus Motor. - Focus Range Limiter. - Dustproof and Moisture Proof Sealing. - Truly Circular Diaphragm.- Minimum Focus Distance: 12''. Tech Specs - Focal Length & Maximum Aperture 100mm 1:2.8. - Lens Construction 15 elements in 12 groups.- Diagonal Angle of View 23.4° - Focus Adjustment Inner focusing system with USM. Full-time manual focus available.- Closest Focusing Distance 0.99 ft./0.3m (maximum close-up magnification: 1x). - Filter Size: 67mm. - Max. Diameter x Length: 3.1 x 4.8 in./77.7 x 123mm.- Weight: 22.0 oz./625g. Altura Photo Digital DSLR/SLR Camera Sling Backpack67'' DSLR & Mirrorless Camera Monopod Altura",749.00,USD
15081806,,Corsair Crystal Series 680X RGB High Airflow TG White,,1199,PLN
71915407,,Kingston Canvas Select 32GB MicroSDHC card 80MB/s,"Bring your HD videos to life.Kingston’s Canvas Select™ microSD card is designed to be reliable, making it idealfor filming in HD and shooting high-resolution photos. You can be confidentthat your memories will be safe when documenting life’s adventures on yourAndroid™ smartphone or point-and-shoot camera. It’s available in multiplecapacities up to 256GB1, to provide plenty of space to capture an entire trip.Kingston Canvas cards are tested to be durable, so you can take them anywherewith the confidence that your photos, videos and other data will be protected,even in harsh or unstable conditions.2FEATURES/BENEFITSFull HD — The advanced UHS-I interface makes the card ideal for cinema-quality full HD (1080p) and 3D video.3Made for video — Capture your holiday, football game or night on the town using this Class 10 card.Get your memories faster — Transfer and edit your memories quicker thanks to the incredible 8x read speeds over traditional Class 10 SD cards.Durable — For your peace of mind, the card has been extensively tested and proven to be waterproof, temperature proof, shock and vibration proof and X-ray proof.2SPECIFICATIONSCapacities1: 16GB, 32GB, 64GB, 128GB, 256GBPerformance3: 80MB/s read and 10MB/s write, UHS-I Speed Class 1 (U1)Dimensions (microSD): 11mm x 15mm x 1mmDimensions (with SD adapter): 24mm x 32mm x 2.1mmFormat: FAT32 (SDHC 16GB-32GB), exFAT (SDXC 64GB-256GB)Operating temperatures: -25°C to 85°CStorage temperatures: -40°C to 85°C1 Some of the listed capacity on a Flash storage device is used for formatting and other functionsand is thus not available for data storage. As such, the actual available capacity for data storageis less than what is listed on the products.2 IEC/EN 60529 IPX7 certified for protection against continual water submersion for up to 30 min. and adepth of up to 1m. Withstands temperature range from -25 °C to 85 °C. Based on MIL-STD-883H,METHOD 2002.5 military standard test method. Protected against X-ray exposure based onISO7816-1 guidelines.3 Speed may vary due to host and device configuration.",4.90,GBP
75035049,Maxxis,"Maxxis Maxxis Aggressor Tire: 29 x 2.30\"", Folding, 60tpi, Dual Compound, EXO, Tubeless Ready, Black",,66.00,USD
78765970,,Xerox 106R01162 High Capacity Yellow Toner Cartridge,Genuine OEM 106R01162 toner cartridge exclusively designed for the Xerox Phaser 7760.,520.31,USD
62368104,Kingston,Kingston 16GB DTIG4 USB3.0 Blue/White,"16GB, Blue/White, USB3.0",2905.76,HUF
75207075,RAM Mount,"RAM Mount 28 - 38mm Handlebar Base 1.5\"" C Ball","RAM Torque 1 1/8\"" - 1 1/2\"" Diameter Handlebar/Rail Base with 1.5\"" BallThe RAM Torque handlebar and rail mounting base has a 1.5\"" rubber ball and accommodates bars 1 1/8 - to 1 1/2 in diameter.Sizing inserts are included to provide a snug fit and protection of the rail.The mount utilizes nylon-insert locknuts to prevent loosening in high vibration environments.Mounting Base Dimensions:Accommodates rails 1 1/8\"" to 1 1/2\"" in diameterRAM 1.5\"" C Size ball",45.00,AUD
32780854,Ubiquiti,Ubiquiti UniFi UVC-G3-BULLET 3-pack,,41106,EUR
64488055,TP-LINK,TP-Link AV600 Powerline Wi-Fi Extender,"One Touch Super Range Extension - Wi-Fi Clone Button simplifies your Wi-Fi configuration and helps build a seamless unified home networkHomePlug AV standard providing up to 600Mbps1high speed data transmission over a home’s existing electrical wiring, ideal for lag-free HD or 3D video streaming and online gamingExtend 300Mbps wireless connections to previously hard-to-reach areas of your home and officePlug and PlayPlug one Internet connected adapter into a nearby power outlet. 2. Connect additional adapters to PCs/laptops/Internet TVs or other networked devices via an Ethernet cable or Wi-Fi - and you're done! *Recommended: Press the pair buttons for network security and data encryption. Note: Powerline adapters should be deployed on the same circuit and in set of two or more.What This Product DoesTP-LINK’s TL-WPA4220 extends your Internet connection to every room of the house through your home’s existing electrical circuitry. The TL-WPA4220 features a Wi-Fi Clone Button enabling Super Range Extension, which means it can automatically copy the SSID and Password of your router. In this way, TL-WPA4220 simplifies your Wi-Fi configuration and allows for seamless roaming within your home network.One Touch Super Range ExtensionWith a Wi-Fi Clone Button enabling Super Range Extension, the TL-WPA4220 can automatically copy the wireless network name (SSID) and Password of your router at the push of a button. After the pressing the button, you can place the powerline adapter anywhere you want to be wired or wireless access and enjoy seamless networking across your entire home or office.Up to 600Mbps - Ideal for HD Video StreamingWith advanced HomePlug AV technology, TL-WPA4220 provides you with stable, high-speed data transfer rates of up to 600Mbps on a line length of up to 300 meters. It is a great choice for a whole home solution to connect all network compatible devices--from computers, game consoles to set-top boxes for IPTV to printers and NAS hard drives.Extend WiFi Coverage to Every RoomWith wireless speeds of up to 300Mbps, you can effortlessly extend your WiFi network via the existing powerline and broadcast a wireless signal to share with all your WiFi-enabled devices in another area of your home or office.",42.00,EUR
57879532,,TISSOT TRADITION CHRONOGRAPH T063.617.16.057.00 (T063.617.16.057.00),,395.00,EUR
70903506,Maxxis,"Maxxis Maxxis, Assegai, Tire, 29''x2.50, Folding, Tubeless Ready, 3C Maxx Grip, Double Down, Wide Trail, 120x2TPI, Black",,0.00,USD
14191986,,Xiaomi Redmi Note 8T 4+64 GB Gris,,199.00,EUR
57721076,,Nikon AF-S 50mm f1.8GLens,"Classic design on the outside, thoroughly modern on the interior, is this Nikon 50mm f1.8G Special Edition lens. Utilising Aspherical lens elements, Super integrated coating and a silent wave motor, this lens delivers astonishingly sharp, detailed images and fast performance. The fast f1.8 maximum aperture allows for available-light shooting and beautifulportraitswith background blur, whilst the retro inspired design adds an extra touch of class, perfect for the equally classic in appearance Nikon DF or any otherNikon DSLR; FX or DX.Aspherical lens element - Reduces chromatic aberrationFast, quiet Autofocus - SWMBright f1.8 aperture - creates beautiful bokeh75mm equivalent focal length on DX camerasCompact & lightweight design",330,AUD
84771715,,Length double socket arm- RAM,"The RAM-B-201U-A, short double socket arm, has a socket at both ends that accommodates 1\"" ball bases. RAM socket technology allows for almost infinite adjustment and perfect viewing angles.","10,83 €",EUR
46011849,Canon,Canon PT-101 Photo Paper 10x15cm 20 sheets,"Canon PT-101 Photo Paper 10x15cm 20 sheetsCurrently we have no additional product information available. For more information concerning this product, you can reach us by phone on: +353 51349216. You may also forward your question via email: info@photospecialist.ieWe apologize for any inconvenience.GeneralNameCanon PT-101 Photo Paper 10x15cm 20 sheetsSKUCA2768B013EAN4960999575254MPN2768B013FeaturesPrint media weight300Other featuresQuantity per pallet20 pc(s)Paper dimensions10 x 15 cmdecorateTable('product-attribute-specs-table');Event.observe(window, 'load', function() {var table = $('product-attribute-specs-table');var specs = table.select('.spec');function removeActive(){table.select('.title a.active, .title span.active[data-href]').each(function(title,i){title.removeClassName('active');});}function activateMenu(title, table){if(!title.hasClassName('active')) {if (title.hasAttribute('href')) {table.select('.' + title.readAttribute('href').substr(1)).invoke('show');}if (title.hasAttribute('data-href')) {table.select('.' + title.readAttribute('data-href').substr(1)).invoke('show');}}title.addClassName('active')}table.select('.title a, .title span[data-href]').each(function(title,i){title.observe('click',function(e){e.preventDefault();specs.invoke('hide');removeActive();activateMenu(title, table);});if (i==0) {activateMenu(title, table);}});});",11.99,EUR
24655875,TP-Link,TP-Link Archer T2U Nano AC600 WLAN USB Stick (433 MBit/s),,13.93,EUR
25227064,,ASUS TUF3 GTX 1660S OC - 6GB3XFANS1XHDMI1XDP,,,
19467145,,"Ram Mounts RAM Long Length Double Socket Arm for B Size 1\"" Balls","The RAM-B-201U-C, Long length double socket arm, has a socket at both ends that accommodates B Size 1\"" balls. A single spring inside the arm, keeps the socket open, allowing you to insert the ball into the socket connection. RAM's socket technology allows for almost infinite adjustment to achieve the perfect viewing angle.Dimensions:Overall Length: 6\""Socket-To-Socket Length: 5.25\""",2.049E1,USD
46369203,,Samsung QN65Q70TA 65'' HDR UHD Smart QLED TV (2020),"View your favorite content at four times the resolution of 1080p with the Samsung Q70T 65"" Class HDR 4K UHD Smart QLED TV. This TV has a 64.5"" Quantum Dot LCD panel to produce vibrant color and incorporates Motion Rate 240 technology to digitally enhance fast-moving images to reduce blur. It is compatible with the HDR10, HDR10+, and HLG HDR formats to provide a wider color gamut with compatible content and other equipment for more vivid images. FreeSync variable refresh rate technology helps enhance your video game experience by reducing tearing and stuttering. The Q70T has built-in Wi-Fi and Ethernet connectivity to allow access to your favorite apps and internet-based content, plus content sharing and screen mirroring with your other smart devices such as your smartphone or tablet. A full web browser is also onboard, allowing you to view full websites rather than mobile versions. With four HDMI inputs, there are multiple options for connecting high-definition video sources. Two USB ports are also onboard for connecting multimedia peripherals like flash drives. The Bixby and Amazon Alexa virtual assistants are built-in for simple voice control. Quantum Processor 4KThe onboard processor helps optimize the picture to deliver a more immersive experience. 4K AI UpscalingThis technology analyzes the input source to reduce image noise, restore lost detail, and add definition to the edges around objects and text. Adaptive PictureWhether in a sunlit living room or a darkened den, Adaptive Picture technology optimizes the TV by analyzing the picture and the room's lighting conditions for augmented images, wherever andwherever you watch. Dual LED Backlighting TechnologyThis technology uses a system of dedicated warm and cool LED backlights to adjust the contrast and color tone, allowing you to watch your movies and TV shows the way they were meant to be seen. Active Voice AmplifierActive Voice Amplifier technology is designed to analyze the ambient noise in your home and enhance the voices in the scene to help you hear dialogue clearly. Quantum HDR with HDR10+Quantum HDR is designed to bring out detail and contrast by expanding the range of color and detail beyond what's possible on non-HDR TVs. The dynamic tone mapping of HDR10+ creates deeper blacks and more vibrant imagery with compatible content and source devices. 100% Color Volume with Quantum DotWith 100% color volume (in the DCI-P3 color space), the Q70T is engineered to provide lifelike images without washing out at any brightness level. Real Game Enhancer+With this technology, extra motion clarity automatically reduces halo and blur in fast-moving game scenes, and AMD FreeSync helps reduce tearing and stuttering. Boundless DesignThe thin bezel and minimalist design of the TV helps draw you into your content. Ambient Mode+This mode is designed to allow the TV to mimic the wall behind it and display décor, artwork, weather reports, the day's headlines, and more. OneRemote for Your Connected DevicesThe included OneRemote can automatically detect and control all compatible connected devices and content. Universal GuideThe universal guide brings your favorite content from multiple compatible devices and apps together in one easy-to-browse menu. It recommends popular shows and can make custom recommendations tailored just for you. Multi ViewThis feature splits your TV screen in two, putting the content you're watching on one side while mirroring your compatible mobile device on the other, allowing you to watch workout videos, check sports stats, and more while watching your favorite show or game. Choose Your Voice AssistantWith both Bixby and Amazon Alexa built-in, you can access your favorite content, get answers, and control the TV and other compatible connected devices around your home with just your voice. SmartThings CompatibilityThe Q70T TV works with SmartThings to put you in control of your compatible smart home devices. It links with IoT devices and sensors, enabling you to turn on the lights, check what's inside your refrigerator, and run the robot vacuum cleaner from the comfort of your couch. Motion Rate 240This image enhancement technology helps minimize motion blur on the screen, so your action-packed movies and sports stay smooth. Wide Viewing AngleThe TV is designed to reduce glare and enhance color, providing vibrant images from nearly any viewing angle. TV PlusTV Plus lets you enjoy your favorite content through virtual channels. HDMI ConnectivityEnjoy high-resolution audio and video with an HDMI connection that transmits both over a single cable. The onboard HDMI ports support 4K UHD and HDR content decoding, and one input is eARC-compatible. Integrated Wi-Fi 5Enjoy your favorite on-demand content wirelessly via your existing network. Dolby Digital PlusThis audio technology helps optimize your entertainment experience with enhanced sound richness and clarity.",1197.99,USD
92286074,,Sony FE 85mm f/1.8 Lens (SEL85F18/2),description,2.1413E3,SAR
67977820,,Canon CLI251XL High Yield Black Inkjet Cartridge Remanufactured,"Crazy Inkjets is a leading supplier of high quality printing supplies for your Canon CLI251XL printer cartridge. CrazyInkjets products are guaranteed to meet or exceed the quality, reliability and yield standards of the original equipment remanufacturer. The units are tested to ensure compliance with original specifications and performance criteria and offer a sound and economical alternative to the expensive brand-name products.",6.95,USD
32412614,,WS-C3560CX-12PC-S Cisco Catalyst 3560CX Network Switch (New),"NEW - Cisco 3560CX Ethernet Switch - 12 port switch - 12 GE PoE+, Uplinks: 2 x 1G SFP & 2 x 1G Copper, IP Base feature set (WS-C3560CX 12PC S)",861.00,USD
71716796,SWISS MILITARY HANOWA,Swiss Military Hanowa Flagship 06-5161.2.04.003,Swiss Military Hanowa Flagship 06-5161.2.04.003,6145.0000,UAH
62944920,TP-Link,JetStream T1500G-10MPS 8-port GB +2 SFP PoE+,,,
36194667,,Buy Quality Replica TAG Heuer Carrera Heuer 02 Chronograph GMT Watch CBG2A1Z.BA0658,Quality AAA Replica TAG Heuer Carrera Heuer 02 Chronograph GMT Watch CBG2A1Z.BA0658 from online store for sale.,,
3598514,,Patrone Epson WP4015 magenta T7033,Kompatible Produkte:Epson WorkForce Pro WP-4015 DNEpson WorkForce Pro WP-4025 DWEpson WorkForce Pro WP-4515 DNEpson WorkForce Pro WP-4525 DNFEpson WorkForce Pro WP-4535 DWFEpson WorkForce Pro WP-4545 DTWFEpson WorkForce Pro WP-4595 DNF,,
54922098,Intel,Intel Core i7-9700F 3.0GHz,,439.00,AUD
12459344,Ubiquiti,Ubiquiti UniFi UVC-G3-FLEX-3 Video Cameras - 3 Pack,Ubiquiti's versatile UVC-G3-FLEX-3 are indoor/outdoor 1080p HD cameras which can be manually rotated to point in the desired direction. This is a pack of 3 UVC-G3-FLEX cameras.,258.49,GBP
84840590,,Garmin Watch 010-01769-10,"This Garmin Vivoactive 3 is a sporty smartwatch, with a number of brilliant features. These features include built in GPS, wrist-based heart rate monitor and the ability to make Contactless Payments via Garmin Pay.This watch has more than 15 pre-loaded sports app ready to use such as Yoga, Boxing, Cardio, Strength Training among others. Battery life is up to 7 days in Smartwatch mode and 13 hours in GPS mode. This item is supplied with an official box and manufacturer’s warranty.",219.99,GBP
54910361,RAM MOUNTS,RAM MOUNTS (RAM-B-289U Triple 1'' Ball Base,"RAM stands for Round-A-Mount and was introduced in 1995. Far and away the most innovative product line of its kind, RAM continues to evolve into one of the most sought after accessories for electronics. RAM products have quickly become an essential mounting component for a wide variety of applications including rugged vehicle, industrial, military and defense, material handling as well as any application requiring a robust mounting solution.RAM offers a diverse product line which is protected by",36.99,USD
47193415,,Epson Tower of Pisa Tanica Magenta,Tanica Magenta,37.98,EUR
56983075,,"AMD - Ryzen 3 3300X Prosessor Socket-AM4, 4-core, 8-Thread, 3.8/4.3GHz, 65W, 7nm, inkl. kjøler","AMD Ryzen 3 3300X Prosessor Socket-AM4,4-core, 8-Thread, 3.8/ 4.3GHz,65W, 7nm, inkl. kjøler (100-100000159BOX)",1801.00,NOK
4484537,Shimano,Shimano M05 Disc Brake Pads (Deore) (Resin),"Shimano M05 Resin Disc Brake PadsFeatures:OEM pad for BR-M515, BR-M515LA and BR-C601 caliperResin pad with low noise and excellent power modulationSpecs:CompoundResinHeat SinkNoBacking Plate MaterialSteelPad Shape Number22 This product is expected to arrive on Friday, October 23 2020",12.99,USD
56052842,,"WD Blue 3D NAND 1TB PC SSD - SATA III 6 Gb/s 2.5\""/7mm Solid State Drive","General InformationManufacturer: Western Digital CorporationManufacturer Part Number: WDS100T2B0AManufacturer Website Address:www.wdc.comBrand Name: WDProduct Line: BlueProduct Model: WDS100T2B0AProduct Name: Blue 3D NAND SATA SSD Internal Storage, 1TB Data SheetHigh capacity with enhanced reliabilityA WD Blue 3D NAND SATA SSD uses 3D NAND technology not only for higher capacities (up to 2TB) than the previous generation WD Blue SSDs, but also to help reduce cell-to-cell interference for enhanced reliability.Enhanced power efficiencyOffering improved endurance, a WD Blue 3D NAND SATA SSD features an active power draw up to 25% lower than previous generations of WD Blue SSDs. And with less power used, you're able to work longer before recharging your laptop.Superior performance for high-end computingFor a variety of computing applications like gaming, HD media playback, or creative software, look to WD Blue 3D NAND SATA SSDs. Western Digital™ 3D NAND technology helps enable sequential read speeds up to 560MB/s and sequential write speeds up to 530MB/s for fast system boot-ups, quick application responses, and rapid transfer speeds.Leading-edge reliabilityAn SSD is designed with no moving parts to help protect against data loss if it is accidentally bumped or dropped. And with 1.75M hours MTTF (mean time to failure), up to 500 TBW (terabytes written), and several error correction technologies, WD Blue 3D NAND SATA SSDs can help guard data for years to come.Broad compatibilityWith a certification from the WD Functional Integrity Testing Lab (F.I.T. Lab™), every WD Blue 3D NAND SATA SSD is verified for compatibility with a wide range of desktop and laptop computers. Every WD Blue 3D NAND SATA SSD goes through extensive compatibility and reliability testing to ensure it meets the high standards of the WD Brand.Downloadable WD SSD Dashboard and Acronis softwareMonitor your drive's available capacity, operating temperatures, SMART attributes and more with the WD SSD Dashboard. Acronis® True Image™ WD Edition software, available as a free download, can clone drives and backup your operating system, applications, settings and all of your data.5-year limited warrantyEvery WD Blue 3D NAND SATA SSD comes with a 5-year limited warranty, so you can be confident of your storage when you upgrade or replace any of your drives.Product Type: Solid State DriveTechnical InformationStorage Capacity: 250 GBDrive PerformanceMaximum Read Transfer Rate: 550 MB/sMaximum Write Transfer Rate: 525 MB/sNetwork & CommunicationWireless LAN: NoInterfaces/PortsDrive Interface: SATADrive Interface Standard: SATA/600Physical CharacteristicsDrive Type: InternalForm Factor: 2.5\""Height: 0.28\"" (7 mm)Width: 2.75\"" (69.85 mm)Depth: 3.94\"" (100.20 mm)Weight (Approximate): 37.4 gMiscellaneousDevice Supported: Desktop PCDevice Supported: NotebookWarrantyLimited Warranty: 5 YearWeight:0.1Depth:5.0\""Height:0.9\""Width: 4.0\""",217.99,CAD
5565856,,3M - PF19.0 PRIVACY FILTER BLACK,3M PF19.0 PRIVACY FILTER BLACK (98044054066) - Type: Kontorartikler,656.25,DKK
