id,brand,title,description,price,priceCurrency
36803847,,AAA Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.1000OR.02,AAA Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.1000OR.02 for sale from China with good prices.,,
49062711,,"NEW Shimano CN-HG95 10 speed Chain XTR, Deore XT, SLX",Shimano CN-HG95 10-Speed ChainsHG-X 10-Speed chainDirectional chain designed for MTB riding conditionsMud shedding design for smooth shifting performance under high load pedaling in muddy conditionsChromized rivet pins & Zinc-Alloy coating improve corrosion & wear resistanceCompatible with 10-Speed Dyna-sys drivetrains,34.99,USD
39203102,Crucial,Crucial RAM 4GB DDR3L 1600 MT/s (PC3-12800) CL11 SODIMM 204pin 1.35V/1.5V Single Ranked,Crucial 4GB DDR3L-1600 SODIMM product informationProduct SpecificationsBrand CrucialForm Factor SODIMMTotal Capacity4GBWarranty Limited LifetimeSpecs DDR3 PC3-12800 • CL=11 • Unbuffered • NON-ECC • DDR3-1600 • 1.35V •Series CrucialECC NON-ECCModule Qty 1Speed 1600 MT/STracer FalseVoltage 1.35VDIMM Type UnbufferedBullet Features Increases system performanceMore information,15880.00,KZT
6930754,,WS-C2960-24TT-L Cisco Catalyst WS-C2960-24TT-L Switch,"P/N : WS-C2960-24TT-LWS- C2960-24TT-L is one of the Cisco Catalyst 2960 Series switches. Cisco Catalyst 2960 Series switches support voice, video, data, and highly secure access. They also deliver scalable management as your business needs change. The Common Features are included: Enhanced security including Cisco TrustSec for providing authentication, access control, and security policy administration, Multiple Fast or Gigabit Ethernet performance options, Cisco EnergyWise for power management, Scalable network management.Placement LAN AccessFlash 32 MBPorts 24 x 10/100 + 2 x 10/100/1000",,
56831449,SRAM,SRAM SRAM NX Eagle PG-1230 12-Speed Cassette,"Ride anywhere with the wide-range PG-1230, 11- to 50-tooth Eagle cassette.",129.95,CAD
57530241,,WD My Passport WDBYNN0010BBK-WESN 1 TB External Hard Drive,"The My Passport drive comes equipped with WD Backup software to help make sure your photos, videos, music and documents don't get lost. You can set it to run automatically to your schedule. Just pick the time and frequency to back up important files from your system onto your My Passport drive",116.71,CAD
87149553,,ASUS ROG STRIX B550-F GAMING DDR4 ATX Motherboard,"Socket AM4, 3rd Generation RYZEN, DDR4 Support, ATX Form Factor",,
41234714,,Zebra 800011-101 ZXP Series 1 Ribbon ZXP Series 1 Load-N-Go Black Monochrome Ribbon,,19,USD
51459919,Corsair,Corsair iCUE 465X RGB Tempered Glass ATX Mid-Tower Computer Case - White,iCUE 465X RGB Tempered Glass ATX Mid-Tower Computer Case - White. The CORSAIR iCUE 465X RGB is a mid-tower ATX smart case that offers brilliant visuals showcased by two tempered glass panels. Three included CORSAIR LL120 RGB fans and an iCUE Lighting Node CORE smart RGB lighting controller combine with powerful iCUE software for fully customizable illumination out of the box. Expand your cooling potential with room for up to 6x fans or multiple radiators and a Direct Airflow Path layout ensuring obstruction-free airflow to your components. Install up to two 3.5in HDDs and four 2.5in SSDs for the storage you need and keep your system clean and tidy with intuitive built-in cable routing and three removable dust filters.,149.99,USD
83731613,,Lexmark/Ibm - Toner - Nero - E260A11E - return program - 3.500 pag,Toner return program E260 E360 E460,116.86,EUR
54852394,Manfrotto,Manfrotto Befree Advanced - Lever Lock - Black Tripod includes MH494-BH & Carry Bag,"Sporting a 17.6 lb load capacity at a weight of only 3.6 lb, the black Befree Advanced Travel Tripod from Manfrotto is a robust support option that can serve as a convenient travel companion for professional photographers and passionate hobbyists alike. It features a full aluminum-alloy construction and reaches a maximum height of 59.1\"" with its column extended, folding down to 15.7\"" in length for simplified transport in its included carrying case.",349,AUD
40581935,,"NEW SRAM PG-730 Cassette - 7 Speed, 12-32t, Silver",Cost effective repair or upgrade cassette.Shimano-compatible,17.00,USD
84074739,Shimano,Shimano Road Pedals SPD-SL Black PD-R550,Shimano Road Pedals SPD-SL,130.00,AUD
85173141,,"Instax SQUARE Film 10 shot pack, white border","Image Size - 62 mm x 62 mmFilm Size - 86 mm x 72 mmSuitable for all SQUARE cameras and SHARE printersCompatible with all instax SQUARE cameras and printersinstax SQUARE - 10 shotsColour instant film in a square-format.Square-format film compatible with the instax square printers and cameras has arrived.This film boasts the same professional high-quality instant photograph technology found in all instax film, but in a square-format. With assured accurate colour and sharpness, your memories will be preserved for years to come in a format that photographers love across the globe.Print size – 8.6cm x 7.2cmImage size – 6.2cm x 6.2cm",10.0,GBP
59746386,TP-LINK,TP-LINK Archer C60 draadloze router Dual-band (2.4 GHz / 5 GHz) Fast Ethernet Wit,TP-LINK Archer C60 draadloze router Dual-band (2.4 GHz / 5 GHz) Fast Ethernet Wit,7.195E1,EUR
90333406,,ZOTAC GAMING GeForce RTX 2060 SUPER AMP,"ZOTAC GAMING GeForce RTX 2060 SUPER AMPEverything is super with the all-new ZOTAC GAMING GeForce RTX 20 Series SUPER graphics cards. Based on the NVIDIA Turing architecture, it’s packed with more cores and ultra-fast GDDR6 memory. Integrated with more smart and optimized technologies, get ready to GET FAST and GAME STRONG.GDDR6 memoryStrong Factory OCIceStorm 2.0 CoolingMetal BackplateActive Fan ControlSPECTRA Lighting SystemOC ScannerFireStorm Utility (DownloadHERE)TECHNICAL SPECIFICATIONSFEATURESStrong Factory OCIceStorm 2.0 CoolingMetal BackplateActive Fan ControlSPECTRA Lighting SystemNVIDIA® AnselNVIDIA® G-SYNC®compatibleCONNECTIONS3 x DisplayPort 1.4HDMI 2.0bQuad simultaneous display capableDIMENSIONSLength: 268mm (10.55in)Height: 113mm (4.45in)Width: 2 slots (38mm) (1.5in)BoxHeight: 363mm (14.29in)Width: 261mm (10.28in)Depth: 100mm (3.94in)POWER REQUIREMENTS550-watt power supply recommended175-watt max power consumptionSOFTWARE COMPATIBILITYGame Ready DriversMicrosoft DirectX 12 API, Vulkan APIOpenGL 4.5Microsoft Windows 10/7 64-bit, Linux 64-bitINSIDE THE BOXZOTAC GAMING GeForce RTX 2060 SUPER AMPDual 6-pin to 8-pin cableDual 4-pin to 6-pin cableUser ManualSPECIFICATIONSNVIDIA GeForce RTX 2060 SUPER GPU2176 CUDA cores8GB GDDR6 memory256-bit memory busEngine boost clock: 1680 MHzMemory clock: 14.0 GbpsPCI Express 3.0WARRANTY5 Years",0.0E0,INR
60784884,,Epson T6037 Patron Light Black 220ml (Eredeti),220mlStylus Pro 7800/7880/9800/9880,41395,HUF
30137226,Apple,Apple MRXJ2AM/A AirPods with Wireless Charging case,,199.00,USD
41980780,,Ernie Ball 2222 Electric Guitar Strings - Hybrid Slinky Nickel Wound - 9-46,,5.99,USD
87281733,,Apple AirPods with Charging Case (Latest Model) from Apple Computer,"We are proud to present the famous Apple AirPods with Charging Case (Latest Model).With so many available recently, it is good to have a make you can trust. The Apple AirPods with Charging Case (Latest Model) is certainly that and will be a perfect purchase.For this great price, the Apple AirPods with Charging Case (Latest Model) comes widely respected and is always a regular choice for most people. Apple Computer have included some nice touches and this results in great value.",129.00,USD
3664323,TpLink,Tp-Link Wireless N USB Adapter 300Mbps,,4190,
63623853,Zebra,Zebra 800011-101 ZXP Series 1 Black Ribbon (1000 Prints),"Zebra ZXP Series 1 Black Ribbon 800011-101. Capable of producing 1000 prints per roll. This black monochrome ribbon is compatible with the Zebra ZXP Series 1 card printer. Order your Zebra card printer ribbons and other ID card accessories from Spectrum ID, specialists in security and identity products.",15.36,GBP
83678301,,Dymo 45803 D1 19mm x 7m Black on White Tape,,17.52,GBP
30502153,,TP-Link 150Mbit-WLAN-Lite -N-PCI Express x1 Adapter,TP-Link 150Mbit-WLAN-Lite -N-PCI Express x1 Adapter,127.20,SEK
30190432,,64GB Canvas Select UHS-I microSDXC Memory Card with SD Adapter,64GB Canvas Select UHS-I microSDXC Memory Card with SD Adapter,18.97,USD
25043320,,"WD 3TB MY BOOK DESKTOP 3.5\"" USB3.0 E/HDD","WD 3TB MY BOOK DESKTOP 3.5\"" USB3.0 E/HDD",1738.26,ZAR
62404947,,ASUS - DUAL GTX 1660 SUPER OC 6GB EVO,ASUS DUAL GTX 1660 SUPER OC 6GB EVO (90YV0DS3-M0NA00) - GPU-familie: nVidia - GPU: GeForce GTX 1660 SUPER - Grensesnitt: PCI Express x16 3.0 - Videominne: 6GB - Videominnetype: GDDR6 - Minnebussbredde: 192 bit - DVI: 1 - VGA: 0 - HDMI: 1 - Displayport: 1 - USB-C: 0 - Profile: Triple Slot - Kjøletype: Aktiv,3979.00,NOK
10376743,Canon,Canon EF-M 18-150mm f/3.5-6.3 IS STM black EU10,,506.99,EUR
48521206,,Tissot T-Sport Seastar 1000 Chronograph Watch T1204171704100,,,
40039860,,"3 X Ilford FP4 Plus, Black and White Print Film, 120 (6 cm), ISO 125 (1678169)","For high quality black and white photography, ILFORD FP4 PLUS is unrivalled. Its very fine grain, outstanding sharpness and high acutance make it the film of choice whenever a job demands great enlargement or the subject contains a wealth of fine detail. Nominally rated at ISO 125/22, ILFORD FP4 PLUS has become the benchmark against which other medium speed films are judged. With enormous latitude for exposure error above and below its ISO 125, ILFORD FP4 PLUS is very suitable for most photographic subjects under a variety of lighting conditions.3 Rolls of Film Medium Speed ISO 125 Fine Grain, high sharpness Robust exposure tolerance",9.0E0,USD
69663824,,SanDisk Ultra SDXC 256GB 100 MB/s UHS-I Class 10,,219,PLN
6635856,ASUS,ASUS ROG Strix B550-F Gaming AMD AM4 (3rd Gen Ryzen™) ATX gaming motherboard (PCIe 4.0 2.5Gb LAN BIOS FlashBack HDMI 2.1 Addressable Gen 2 RGB header and AURA Sync) - ASUS Official Store | Free Shipping and Financing Available,AMD AM4 Socket and PCIe 4.0: The perfect pairing for 3rd Gen AMD Ryzen™ CPUs. 12+2 DrMOS power stages with high-quality alloy chokes and durable capacitors. Fanless VRM and chipset heatsinks with ASUS Stack Cool 3+ design. High-performance Gaming Networking: 2.5 Gb LAN with ASUS LANGuard. Supports HDMI 2.1(4K@60HZ) and DisplayPort 1.2 output. Dual M.2 slots (NVMe SSD)—one with PCIe 4.0 x4 connectivity. USB 3.2 Gen 2 Type-C® port and Thunderbolt 3 header. SupremeFX S1220A codec with DTS® Sound Unbound and Sonic Studio III.,189.99,USD
23599545,,ZOTAC GEFORCE RTX 2060 SUPER AMP 8GB GDDR6,"Everything is super with the all-new ZOTAC GAMING GeForce RTX 20 Series SUPER graphics cards. Based on the NVIDIA Turing architecture, it?s packed with more cores and ultra-fast GDDR6 memory. Integrated with more smart and optimized technologies, get ready to GET FAST and GAME STRONG.",38500.00,INR
17681625,HP,HP printer Color LaserJet Professional CP5225dn (CE712A#B19),printer,1403.60,EUR
54292533,,"SRAM PG-730 Cassette - 7 Speed, 12-32t, Silver",Key Features Color Silver 7 Speed 302 g Weight,17.00,USD
42257007,,JABRA EVOLVE 65 JABRA UC MONO,"The Jabra Evolve 65 UC mono is a professional headset designed mainly to improve conversations. Premium noise cancelling microphone eliminates background noise so your voice can be heard more clearly. Wireless Bluetooth technology gives you up to 30 meters / 100 feet of hands-free connectivity to PC, smartphone and tablet. Up to 10 hours battery life eliminates battery concerns. Simply tap to connect devices with NFC. Dual connectivity enables you to connect your headset to your PC and one other Bluetooth device at the same time, so you can take the call on your preferred phone device. Busy light signals user availability. The microphone boom arm can be integrated into the headband when not on a call. Microphone mute on boom arm. Built for style and comfort with leatherette ear cushions. Soft pouch included.",210.64,CAD
41959180,,Gorra New Era Clean Trucker Chicago Bulls Cap,,2.59E1,EUR
17116014,,TP-Link EAP225 - Outdoor Access Point AC1200 Wireless MU-MIMO outdoor/indoor,Durable cover and resistant to inclement weather. Up to 1200Mbps with 2×2 MIMO technology. High power transmission and high gain antennas. Free Software Controller Omada enables you to easily manage hundreds of EAPs. 802.3af/Passive PoE (PoE Adapter included) compatible and with simple mounting design allows for flexible deployment and convenient installation,105.21,EUR
6317370,,"MB ASUS TUF X470-PLUS GAMING AM4 4DDR4 VGA+DVI+HDMI 3*PCIE, M.2 ATX",,170.25,EUR
89107005,TISSOT,TISSOT -Seastar 1000 Chronograph- T120.417.11.051.00,"Swiss-made quartz movementWidth 45.5mmScratch-resistant sapphire crystal with anti-reflective coatingGender: MaleOrigin Swiss MadeCollection T-SportCase shape roundWaterproof up to a pressure of 30 bar (300 meters / 1000 feet)Housing material 316L stainless steelLength 45,5mmLug 22mmThickness 12.8mmScrewed crown and case backWeight 180gDial color blackDigits IndexCaliberThe indication for size and characteristic forms of movement, as well as the arrangement of plate, bridge, cock, barrel and escapement. ETA G10.212Dial (hour, minute, decentral second, date)Functions 30-minute and 10-second counters, central 60-second chronograph hand, add and split functionsBand 316L stainless steelRibbon color grayFolding clasp with security and divers extensionThe Tissot Seastar 1000 Quartz Eine Quartzuhr ist eine Uhr, deren Taktgeber kein mechanisches Pendel, sondern ein elektronischer Quartzoszillator ist, dessen Frequenz mit Hilfe eines Schwingquartzes besonders genau eingehalten wird. Die Stromversorgung erfolgt mittels einer Batterie (Lebensdauer ca. 1 Jahr)A clock that doesn’t use a pendulum. to set the beat, but an electronic oscillator which is regulated by a quartz crystal to keep the time. This oscillator creates a signal with a very precise frequency. Its power supply comes from a battery ( durability about 1 year ) Chronograph Der Chronograph besteht , genau wie die Stoppuhr, aus einem Standard-Uhrwerk mit einem unabhängigen Mechanismus, der laufend oder mit Unterbrechungen Zeitspanne misst und anzeigt. Somit eine Uhr mit zusätzlicher Kurzzeitmessung, die mittels einem zusätzlichen Zeiger (Chronozeiger) angezeigt wird. Gestartet, gestoppt und auf Null zurückgestellt wird er mit einem Drücker auf der Gehäusewand.The chronograph consists, same way as a stop watch, of a standard movement including an independently operating mechanism which is indicating and registering the space of time continually or with breaks. So we speak of a stop watch function included along with time keeping, without interferingwith the continuous time and indicated by an additional hand (Chrono hand). It is activitated, stopped and reset to the 0-position by a pusher on the side of the watch. is the perfect choice for divers.It impresses with its high performance up to a pressure of 30 bar (300 m / 1000 ft), screwed crown and screwed caseback, luminescent hands and indices as well as the unidirectional rotating black aluminum dive bezel.With this watch, you can boldly venture into the depths, it will not let you down.This watch is fitted with a Swiss Made quartz movement and scratch-resistant sapphire crystal with an anti-reflective coating on the underside of the glass. This model has a 316L stainless steel case and a solid 316L stainless steel bracelet with safety clasp and diver extension. The black dial has indexes and a date indicator.Watch rate warrantyEach of these clocks is subjected to a series of quality tests by our clockmakers just prior to its delivery. So any quality mistakes are nearly impossible!Original TISSOT box with detailed operating instructions",506.89,EUR
16696118,SHIMANO,SPD-SL-CLEAT-SET-SM-SH10-(RED)-[0DEGREE],SH10 red cleat fixed type 0 degree.Walkable design with ground contacts points to prevent wearing of cleat.,12.0,OMR
81488948,,"Crucial SSD 120GB BX500 2.5\""","Crucial SSD 120GB BX500 2.5\"",SATA3,540 MB/s Read, 500 MB/s Write","63,40KM",BAM
96963228,Pokemon,Pokémon TCG Sword And Shield- Rebel Clash Booster,"Rock out with new Pokémon! Crank it loud and blast the beat—you’ll find rebellion, chaos, and punk attitude galore in the Pokémon TCG: Sword & Shield—Rebel Clash expansion, loaded with Pokémon V including Toxtricity V, Dubwool V, Boltund V, Sandaconda V, and more! You’ll also find a handful of Pokémon VMAX, including the final Evolutions of all three first partners, plus Copperajah VMAX and Dragapult VMAX. Take to the stage and the streets with the Sword & Shield—Rebel Clash expansion!• Over 190 cards • Dozens of recently discovered Pokémon from the Galar region • 15 powerful Pokémon V and 7 enormous Pokémon VMAX • More than 15 Trainer cards and 4 new Special Energy cards10 cards per booster 36 boosters per display",5.99,AUD
85207636,,"LaCie Mobile Portable HDD 5TB 2.5\"" USB Type C/USB 3.0, Moon Silver",,179,EUR
35809370,Hydro Flask,Hydro Flask 32oz Wide Mouth Flex Cap Hibiscus,,44.95,USD
52799959,,"Evans 8\"" TT08EC2S Clear Drum Head","Evans EC2 Clear series contains two plies of 7mil film for optimized attack, tone, length of sustain, and ease of tuning for each size head. This drumhead features Sound Shaping Technology (SST) for a well-balanced sound, incorporated with Evans Level 360 Technology for ease of tuning, extended pitch range and optimum quality of sound.IDEAL FOR:RockGospelPop",14.99,USD
24525722,ASUS,ASUS ROG Strix Z390-I Gaming,,2799,SEK
41462410,,"Card de memorie Kingston MicroSDXC, 64GB, Canvas Select 80R, Class 10, UHS-I si Adaptor",CARACTERISTICI GENERALETip memorieMicroSDXCCapacitate (GB)64Clasa de vitezaClass 10Standard UHSUHS-I U1Rata de transfer la citire (MB/s)80Rata de transfer la scriere (MB/s)10Voltaj (V)3.3AdaptorAdaptor SD,50.00,RON
48501698,,"SONY 50mm f1,8 - E-mount Full Frame Cod.Sony SEL50F18F","SONY 50mm f1,8 - E-mount Full Frame Cod.Sony SEL50F18F Garanzia Sony Italia.Trovato a meno …contattaci",,
58702611,Shimano,HG-95 10-Speed Mountain Chain: 10-Speed,- 10-speed compatible - Shimano XT - 116 links,34.99,USD
24415437,Epson,Epson 29 Cyan Inkjet Cartridge (Strawberry)C13T29824010 / T2982 EP60033,,7.50,GBP
24360041,BLAZE Outdoor Products,"Blaze 2 Burner Professional Built-In Propane Gas Outdoor Grill, BLZ-2PRO-LP","Blaze 2 Burner Professional Built-In Propane Gas Outdoor Grill, BLZ-2PRO-LP Also Available in Natural Gas (BLZ-2PRO-NG) Blaze presents the Blaze Professional Grill as a leader in the industry regarding the thickness of its components resulting in irrefutable durability while providing an effective cooking system. By the precision mixing of fuel...",2499.99,USD
55872134,,"Evans EC2 Clear Drum Head, 8\""","Evans EC2 Clear 8\"" Drum Head-TT08EC2S.TheEC2 two-ply clear drum head from Evans features the well-known Edge Control Technology which provides a pre-EQ'd sound and a variable damping technique that guarantees optimized performance for each individually sized drum head. TheEvans EC2 series drum heads come fitted with two plies of 7mil film with optimized attack, tone, length of sustain and ease of tuning for each size drum head head. The EC2 Drum Head also features the Sound Shaping Technology (SST) Edge Control ring mounted on the underside which provides an extremely well balanced and pre-EQ'd sound across the full kit by varying the size of the ring for each different head size.Size:8\""",19.90,GBP
54296266,,SRAM PG-1230 12-speed Cassette for NX Eagle,"Ride anywhere with the wide-range PG-1230, 11- to 50-tooth Eagle cassette. The NX cassette gives riders every bit of the climbing range that the Eagle™ ecosystem affords with a simple upgrade to splined-drive body wheels.SPECIFICATIONSApplication: Cross Country, Trail, All Mountain, Enduro, E-BikeGearing: 12-speedGradation: 11-50 tSprocket Material: steelFreehub Body Compatibility: Shimano MTB not for Shimano Micro Spline, 12-speedTechnical Information:Series: SRAM NX EagleSpider: 1 / aluminiumRecommended Chain: SRAM PC NX EagleContents:- 1 x SRAM PG-1230 Eagle cassetteFAQWill this work on my bike?See our infographic for help choosing an upgrade kit for your bike.What type of freehub do I need for this cassette?An HG (Shimano) freehub is required for this cassette.Do I need to replace my chain when I replace the cassette?Use a chain wear tool to check the wear on your chain. If the chain is more than 0.5% worn it is recommendable to replace the chain as it will accelerate the wear on the cassette.Is this product suitable for e-bike use?Yes","90,00",EUR
9611156,,DDR4 16GB 3600 G.Skill Trident Z Neo F4-3600C16D-16GTZNC (2x8GB),"G.Skill Trident Z F4-3600C16D-16GTZNC, 16 GB, 2 x 8 GB,",114.34,
38674629,,ASUS GeForce GTX 1660 SUPER DUAL EVO 6GB OC Graphics Card,"GTX 1660 SUPER, 6GB GDDR6, 0dB Technology, Dual Fan Cooling",216.99,GBP
97906990,,"Intel Box Core i3 Processor i3-7100 3,90Ghz 3M Kaby Lake","•Prozessor:Intel Core i3-7100 Box, Kaby Lake 1151 (3,90GHz 3M)•Modell:Core i3-7100 Box•Anzahl Prozessorkerne:2•Level 1:2 x 32 KB instruction caches + 2 x 32 KB data cache•Level 2:2 x 256 KB 4-way set associative caches•Level 3:3 MB 12-way set associative shared cache•Sockel:1151•Artikelzustand:Neu",133.74,EUR
12954856,,T1204071105100 Tissot Seastar 1000 Powermatic 80,"The Tissot Seastar 1000 merges style and performance without compromising either. The diving inspiration shapes both the appearance and the functionality of this watch. It maintains its performance to a pressure of 30 bar (300m/1'000ft), combining underwater sports and a preference for a sophisticated Swiss timepiece. The diving theme continues through elements such as a unidirectional bezel, a strap with a divers' safety buckle, plus luminescent hands and markings.Additional Information:Collection: T-SportCase Material: Stainless SteelCrystal: SapphireMovement: AutomaticCase Size: 43 mmDial: BlackAnti-clockwise rotating bezel, ceramic bezel ring, Screw-down crown and case back, See-through case backWater Resistance: 30 bar (300 m) / (100 ft)Model:POWERMATIC 80.111Caliber:11 1/2'''Strap Color: GreyBuckle Type:folding clasp with safety and diver extensionStrap Type: Stainless Steelpower reserve up to 80 hoursStrap Reference: T6050424252 Year International WarrantySorry for the image, If you want I can send you the real picture of the product by email.",648.0,EUR
45913161,,"DVR 8 canale, Turbo HD, 8MP, PoC, Hikvision DS-7208HUHI-K2-P","DVR 8 canale, Turbo HD, 8MP, PoC, Hikvision DS-7208HUHI-K2-PDS-7208HUHI-K2-P este un DVR Turbo HD Hikvision cu 8 canale FullHD care functioneaza cu camere de supraveghere: de pana la 8MP pentru camere IP si Turbo HD. Transmisia de semnal HDTVI se face la maxim 800 m pentru 1080P si 1200 m pentru 720P. Suporta vizualizarea simultana a 8 canale local cat si la distanta prin Internet de pe PC, Smartphone folosind aplicatiile dedicate (iVMS-4500). Utilizeaza simultan camere HDTVI, AHD, HDCVI, CVBS si IP. Suporta si camere Hikvision PoC.Specificatii tehnice DVR Hikvision DS-7208HUHI-K2-P:Video/Audio InputAudio Input: 4-chVideo Compression: H.265 Pro+/H.265 Pro/H.265/H.264+/H.264Analog and HD-TVI video input: 8-ch,BNC interface (1.0Vp-p, 75 Ω)connectionSupported camera types: Support HDTVI input: 8 MP, 5 MP, 4 MP, 3 MP, 1080p30, 1080p25, 720p60, 720p50, 720p30, 720p25Support AHD input: 5 MP, 4 MP, 1080p25, 1080p30, 720p25, 720p30Support CVI input: 4 MP, 1080p25, 1080p30, 720p25, 720p30 Support CVBS inputSupports Hikvision PoC camera*: PoC access capability see Appendix.Video Input Interface: BNC (1.0 Vp-p, 75Ω)Audio Compression: G.711uAudio Input Interface: RCA (2.0 Vp-p, 1 kΩ)Two-way Audio: 1-ch, RCA (2.0 Vp-p, 1 KΩ), (using the 1st channel of audio input)Video/Audio OutputFrame Rate: Main stream: 8 MP@8fps/5 MP@12fps/4 MP@15fps/3 MP@18fps1080p/720p/WD1/4CIF/VGA/CIF@25fps (P)/30fps (N)Sub-stream:WD1/4CIF/CIF@25fps (P)/30fps (N)Video Bit Rate: 32 Kbps-6 MbpsStream Type: Video/Video&AudioTwo-way Audio: 1-ch, RCA (2.0 Vp-p, 1 kΩ) (using the audio input)Audio Output: 1-ch RCA(Linear, 1kΩ)Audio Bit Rate: 64kbpsDual Stream: SupportSynchronous Playback: 8-chNetwork managementRemote connections: 64Network protocols: TCP/IP, PPPoE, DHCP, Hik-connect Cloud P2P,DNS, DDNS, NTP, SADP, NFS, iSCSI, UPnP?, HTTPS,ONVIFHard Disk DriverInterface Type: 2 SATA InterfacesCapacity: Up to 10 TB capacity for each diskExternal InterfaceNetwork Interface: 1; 10M / 100M / 1000M self-adaptive Ethernet interfaceUSB Interface: 1 USB 2.0 Interface & 1 USB 3.0 InterfaceSerial Interface: 1; standard RS-485 serial interface, half-duplexAlarm Input: 8-chAlarm Output: 4-chGeneralPower Supply: 48 VDCConsumption: ≤ 60 W(without hard disks)Working Temperature: -10 oC to +55 oC (14 oF to 131 oF)Working Humidity: 10% to 90%Dimensions: 380 × 320 × 48 mm (15.0 × 12.6 × 1.9 inch)Weight: ≤ 2 kg (4.4 lb)",948,LEI
49536402,,"WD Blue 3D NAND 1TB 2.5""","A WD Blue 3D NAND SATA SSD uses 3D NAND technology not only for higher capacities (up to 2TB) than the previous generation WD Blue SSDs, but also to help reduce cell-to-cell interference for enhanced reliability.Technical InformationStorage Capacity: 1 TBDrive PerformanceMaximum Read Tra",204.95,CAD
15017761,,"Monitor BenQ 27\"" SW2700PT - 9H.LDKLB.QBE",,2999.00,PLN
11782965,Cisco,"Cisco Catalyst 2960-Plus | WS-C2960+48TC-L Catalyst 2960 Plus 48 Port 10/100, 2x1G SFP/RJ-45 LAN Base","WS-C2960+48TC-L | Catalyst 2960 Plus 48 Port 10/100, 2x1G SFP/RJ-45 LAN Base",34900,THB
24351127,,Johnnie Walker - Blue Label 70cl,,152.89,EUR
18756772,,Daniel Wellington Classic Black Cornwall Rose Gold 36mm Watch,"With its distinctive dial and all-black NATO strap, the Classic Black Cornwall is a true eye-catcher that embodies the timeless and elegant characteristics of our flagship Classic collection. With a sleek design and a captivating essence, this is a modern Classic made for every occasion.",239.00,SGD
32210028,,"BICYCLE CHAIN, CN-HG601-11, FOR 11-SPEED (ROAD/MTB/E-BIKE COMPATIBLE), 116 LINKS(W/QUICK LINK, SM-CN900-11), IND.PACK",Super narrow lightweight 11-speed HG-EV symmetrical design chain for smooth shifts and maximum durability.,44.99,CAD
20060104,,Epson C13T603100 T6031 Black Ink 220ml,"Epson Black Photo Inkjet Cartridge (220ml) to fit Epson Stylus Pro 7400/7800/9400/9800 machines. Type: Inkjet Cartridges, Brand: Epson, Colour: Photo Black, Ink Volume: 220ml, Barcode: 010343864443Spicers code: 132256VOW code: EP603100",,
35328167,,APC Smart-UPS SRT 10000VA (10.0kW) 230V,"Green mode High density, double-conversion on-line power protection with scalable runtime Connect the device to a network using a 10 or 100 BaseT connection Provides early-warning fault analysis on batteries enabling timely preventive maintenance Text and mimic diagrams that display modes of operation, system parameters and alarms.",19549.00,AED
82515987,,Cappello New Era NY Yankees 39Thirty Cap,,2.59E1,EUR
4585409,,MTB Kazeta SHIMANO DEORE XT CS-M8000 11-46z 11speed,,74.90,EUR
61201533,Canon,Canon EF-S 55-250mm f/4-5.6 IS STM,"Compact, powerful telephoto zoomTaking you closer to the action, the EF-S 55-250mm f/4-5.6 IS STM is the perfect companion for your EOS’s 18-55mm standard zoom lens, and ideal for wildlife, sports and travel photography. It combines powerful telephoto performance with great image quality and instinctive handling.Optical Image StabilizerTo help maintain sharpness, the EF-S 55-250mm f/4-5.6 IS STM incorporates Canon’s Image Stabilizer technology. This allows shutter speeds up to 3.5 stops slower than normal to be used while protecting against the effects of camera shake – great in low light or when shooting at long zoom settings. Panning detection automatically turns off stabilisation in either the horizontal or vertical direction, helping convey a sense of speed when photographing moving subjects.STM technologyThe EF-S 55-250mm f/4-5.6 IS STM features stepping motor (STM) technology for smooth, quiet continuous focusing when capturing video with your EOS and fast, accurate AF when shooting photos. STM focusing is so quiet that it’s not picked up by the camera’s microphone, leaving your video soundtracks free of unwanted distractions.Delivering superb image qualityThe EF-S 55-250mm f/4-5.6 IS STM uses a UD (Ultra-low Dispersion) glass element and Super Spectra lens coatings to deliver crisp, sharp, high-contrast images throughout the zoom range. A seven-bladed aperture diaphragm increases the quality of out-of-focus areas, so your subject stands out against a soft, blurred background.Designed for great photographyA manual focus ring allows precise focus adjustments to be made quickly and easily at any time, while a closest focusing distance of 0.85m enables photography of small subjects. A non-rotating front element makes using filters straightforward.",2.9999E2,EUR
56843779,Razer,Razer DeathAdder V2 Gaming Mouse,,79.99EUR,EUR
54377216,,Kingston 32GB DDR4 3000MHz Kit(2x16GB) HyperX Predator Intel XMP,"DDR4, 32GB, 3000MHz, Dual Channel, CL15, 1,35V",75490,HUF
24121431,,KINGSTON - HyperX/4GB 1600MHz DDR3 CL10 DIMM HyperX Fury Black Series,KINGSTON HyperX/ 4GB 1600MHz DDR3 CL10 DIMM HyperX Fury Black Series (HX316C10FB/4) - ECC: Nej - Minnesstorlek: 4GB - Registered: Nej - Typ: DDR3 - Kit: Nej - Hastighet MHz: 1600MHz,361.25,SEK
